Name,Control,Region,Locale,AdmissionRate,UndergradPopulation,%White,%Black,%Hispanic,% sian,%AmericanIndian,%PacificIslander,%Biracial,%NonresidentAliens,AverageCost,CompletionRate150time,3YearDefaultRate,MedianDebtonGraduation,MedianDebtonWithdrawal,MedianFamilyIncome,PovertyRate,NumberofUnemployed8yearsafterentry,NumberofEmployed8yearsafterentry,MedianEarnings8yearsAfterEntry
California State University-Stanislaus,Public,Far West,Small Suburb,0.7215,7751,0.282,0.0255,0.4496,0.1133,0.0035,0.0072,0.0369,0.0204,17161,0.5198,4.9,16500,13713,31658.5,12.9499998,254,1888,38500
California University of Pennsylvania,Public,Mid-Atlantic,Small Suburb,0.9269,6393,0.774,0.0956,0.0282,0.0072,0.0011,0.0011,0.0285,0.007,23081,0.4976,8,25000,11500,60595,8.46000004,222,2233,35200
Calvin College,Private,Great Lakes,Mid-size City,0.6975,3895,0.7504,0.0254,0.0347,0.0426,0.0033,0,0.0257,0.0986,39013,0.7273,2.5,26870,12500,93258,5.46999979,114,1062,38100
Campbell University,Private,Southeast,Fringe Town,0.6983,4463,0.5451,0.1685,0.0614,0.022,0.0058,0.0016,0.0181,0.0166,40323,0.4893,6.7,24623.5,10500,50771,8.97000027,150,1337,41000
Campbellsville University,Private,Southeast,Remote Town,0.6844,2213,0.7424,0.1329,0.0163,0.0009,0.0032,0.0009,0.0158,0.0795,31545,0.4377,16.8,19500,9500,45765,11.9499998,58,553,29800
Canisius College,Private,Mid-Atlantic,Large City,0.7251,2858,0.7537,0.0728,0.0346,0.0217,0.0021,0.0007,0.0168,0.0374,42796,0.6749,5.1,25000,10800,78118,7.1500001,75,1230,40800
Capital University,Private,Great Lakes,Large Suburb,0.7604,2647,0.7998,0.0873,0.0317,0.0106,0.0008,0.0004,0.0393,0.0117,42600,0.5821,4.9,27000,10728.5,64146.5,6.78999996,104,1075,39800
Cardinal Stritch University,Private,Great Lakes,Large Suburb,0.8423,2680,0.5772,0.2493,0.0765,0.0216,0.0045,0.0022,0.0201,0.025,37563,0.4162,6.6,27875,19355,48144.5,7.98000002,93,1260,45400
Carleton College,Private,Great Plains,Distant Town,0.2095,2023,0.6584,0.0351,0.0648,0.088,0.001,0.0015,0.0445,0.085,58275,0.9214,2.3,17500,10000,91175.5,6.73000002,23,236,42700
Carlow University,Private,Mid-Atlantic,Large City,0.9522,1496,0.5341,0.1965,0.0221,0.0094,0.0033,0,0.0261,0.0013,35640,0.6231,5.8,27000,12500,47364,8.48999977,83,707,35500
Carnegie Mellon University,Private,Mid-Atlantic,Large City,0.2549,5834,0.3877,0.0519,0.0754,0.2473,0.0005,0.0002,0.0415,0.1414,59710,0.8799,0.9,25000,14750,90107.5,5.90999985,113,1139,72200
Carroll College,Private,Rocky Mountains,Remote Town,0.53,1376,0.811,0.008,0.0422,0.0124,0.0145,0.0029,0.0145,0.0109,38575,0.6738,1.7,27000,7500,68497,8.09000015,36,419,37800
Carroll University,Private,Great Lakes,Small City,0.8114,3024,0.8687,0.0106,0.0632,0.0205,0.0017,0.0013,0.0188,0.0122,37963,0.5629,4,27000,9500,76166.5,4.03000021,80,983,38300
Carson-Newman University,Private,Southeast,Small Suburb,0.6657,1688,0.8395,0.0912,0.0142,0.0047,0.003,0.0006,0.0195,0.019,32446,0.4954,10.3,25500,8652,52873,9.64999962,71,657,32900
Carthage College,Private,Great Lakes,Mid-size Suburb,0.7018,2874,0.7603,0.0473,0.0414,0.0118,0.0031,0.001,0.0167,0,44910,0.6501,7.7,27000,11000,89579,4.48999977,61,856,40700
Case Western Reserve University,Private,Great Lakes,Large City,0.4188,4551,0.5364,0.047,0.051,0.1868,0.0013,0.0002,0.0363,0.0824,55783,0.8012,1.3,25000,14250,57740,6.44999981,102,1143,61800
Castleton State College,Public,New England,Distant Town,0.9205,2022,0.8521,0.0129,0.0203,0.0089,0.0059,0,0.0124,0.0114,20799,0.5149,7.9,25596,8250,69241,5.96999979,57,816,31200
Catawba College,Private,Southeast,Mid-size Suburb,0.4058,1273,0.696,0.2113,0.0291,0.0118,0.0094,0,0.0149,0.0267,37818,0.5263,12,22780,9277.5,61774,7.23999977,63,552,34400
Catholic University of America,Private,Mid-Atlantic,Large City,0.6007,3641,0.6311,0.0549,0.1052,0.0313,0.0016,0.0011,0.0313,0.0481,54023,0.6852,2.6,26000,9500,106352,5.4000001,71,808,48900
Cazenovia College,Private,Mid-Atlantic,Fringe Town,0.7795,1031,0.7459,0.0776,0.0689,0.0116,0.0155,0.0058,0.0436,0,41576,0.5875,6.2,25740,5500,54278,7.98000002,52,479,30800
Cedar Crest College,Private,Mid-Atlantic,Mid-size City,0.588,1252,0.7037,0.0911,0.1254,0.0312,0.0024,0.0032,0.0096,0.0136,41240,0.5991,7.3,30575,10500,53743.5,5.94999981,56,604,42500
Cedarville University,Private,Great Lakes,Fringe Town,0.7401,3108,0.8777,0.0154,0.0241,0.0164,0.0039,0.0003,0.0183,0.0142,33652,0.7263,1.4,25000,12000,83099,5.44999981,84,904,36000
Centenary College,Private,Mid-Atlantic,Large Suburb,0.9094,1708,0.5726,0.106,0.1042,0.0146,0.0029,0,0.007,0.0363,44586,0.5673,6.9,25000,12000,64948,4.48999977,56,666,38300
Central College,Private,Great Plains,Distant Town,0.658,1303,0.8956,0.0192,0.0269,0.0077,0.0023,0.0015,0.013,0.0038,43491,0.6493,4.1,27800,12498.5,77865,5.25,33,684,39200
Central Connecticut State University,Public,New England,Large Suburb,0.6413,9512,0.6846,0.1051,0.1159,0.0347,0.0018,0.0012,0.0221,0.0099,20372,0.5191,8,22894,11250,66799.5,5.55000019,183,2273,41200
Central Methodist University-College of Liberal Arts and Sciences,Private,Great Plains,Distant Town,0.6506,1104,0.6332,0.029,0.0082,0.0136,0.0009,0,0,0.0018,32000,0.4407,10.6,17285,9500,44654,9.19999981,49,609,31500
Central Michigan University,Public,Great Lakes,Distant Town,0.6304,20070,0.7971,0.0744,0.0299,0.0093,0.0069,0.0005,0.0188,0.0135,21523,0.5929,6.2,27000,12000,70233.5,6.13999987,401,5239,36100
Central State University,Public,Great Lakes,Fringe Rural,0.3328,2028,0.0192,0.9512,0.0059,0.0005,0.0025,0,0.0064,0.0025,17380,0.2518,20.9,39068,10500,25877,15.2700005,91,589,20500
Central Washington University,Public,Far West,Distant Town,0.8216,9958,0.6465,0.0292,0.1202,0.0522,0.005,0.004,0.0562,0.0036,21401,0.5132,7.9,21267,11109,55180,8.06000042,317,3147,40300
Centre College,Private,Southeast,Distant Town,0.6857,1372,0.8287,0.0481,0.0248,0.0248,0,0,0.0292,0.0415,46400,0.8196,2.5,26063,8750,90526,7.69999981,14,194,35800
Chaminade University of Honolulu,Private,Far West,Large City,0.8359,1864,0.1754,0.0504,0.0628,0.3047,0.0075,0.1379,0.1363,0.0129,30801,0.3843,8.3,24082,12500,35422,6.92999983,127,660,37600
Champlain College,Private,New England,Small City,0.7079,2851,0.7131,0.0277,0.0365,0.0119,0.0039,0.0014,0.0224,0.0112,44636,0.5763,5.8,27000,10950,80415,4.94000006,65,793,37900
Chapman University,Private,Far West,Mid-size City,0.4471,5940,0.5978,0.0162,0.1433,0.0981,0.003,0.0024,0.0586,0.038,57020,0.761,3.5,20250,14000,53889,8.31000042,363,3037,48000
Charleston Southern University,Private,Southeast,Small City,0.6887,2904,0.5933,0.2992,0.0317,0.0145,0.0062,0.0014,0.0172,0.0076,33245,0.3615,8.8,28000,10500,44120.5,9.78999996,144,1059,32400
Chestnut Hill College,Private,Mid-Atlantic,Large City,0.5785,1510,0.4132,0.3536,0.0742,0.0172,0.0026,0.0046,0.0338,0.0146,42663,0.4188,7.6,27000,12500,44204,10.7399998,53,396,39200
Chicago State University,Public,Great Lakes,Large City,0.2865,4321,0.0243,0.7764,0.0627,0.0095,0.0012,0.0002,0,0.0002,18472,0.207,13.8,27499,18111,19349,17.2199993,238,1248,31200
Chowan University,Private,Southeast,Distant Town,0.6154,1361,0.2116,0.6958,0.0257,0.0007,0.0088,0,0.0382,0.0118,32188,0.244,20.7,32000,9500,41295,10.8500004,48,391,29400
Christian Brothers University,Private,Southeast,Large City,0.4745,1156,0.4602,0.3166,0.0657,0.0657,0.0026,0.0009,0.0294,0.0467,34413,0.5668,7.2,27000,12000,41418,10.6599999,32,406,41800
Christopher Newport University,Public,Southeast,Mid-size City,0.5902,5083,0.7543,0.0793,0.0504,0.0236,0.0026,0.002,0.0478,0.0024,24696,0.6551,2.7,25000,12257,95158,4.90999985,109,1209,39800
Citadel Military College of South Carolina,Public,Southeast,Mid-size City,0.8041,2660,0.7782,0.0827,0.0617,0.0256,0.0143,0.0026,0.0233,0.0105,24827,0.6885,5.7,24211,12500,83389,7.44000006,32,600,46400
Claflin University,Private,Southeast,Distant Town,0.526,1803,0.0172,0.9163,0.0161,0.0033,0.0078,0,0.005,0.0344,29849,0.437,14.4,30000,12265,27154,15.3400002,75,566,25000
Claremont McKenna College,Private,Far West,Large Suburb,0.1173,1311,0.4386,0.0397,0.1121,0.1083,0,0.0015,0.0778,0.1442,60065,0.9254,0,14000,7125,88986.5,7.21000004,18,157,55600
Clarion University of Pennsylvania,Public,Mid-Atlantic,Remote Town,0.9348,5046,0.8601,0.065,0.0208,0.0046,0.0014,0.0008,0.0232,0.0063,20478,0.5286,8.1,26000,9500,57055.5,8.14000034,208,2220,33100
Clark Atlanta University,Private,Southeast,Large City,0.568,2629,0.0015,0.8749,0.0057,0.0019,0.0034,0,0,0.0084,34201,0.3893,12.4,31500,11000,41956,12.0799999,166,1323,29800
Clark University,Private,New England,Mid-size City,0.6154,2312,0.6207,0.0389,0.064,0.0554,0.0004,0.0004,0.0229,0.1211,47248,0.8094,3.6,26000,10250,75720.5,6.48999977,46,568,38800
Clarkson University,Private,Mid-Atlantic,Remote Town,0.6403,3060,0.831,0.0229,0.0444,0.0353,0.002,0.0003,0.0199,0.0252,54772,0.7287,2.4,27000,14379,82272,7.15999985,63,1124,62400
Clayton State University,Public,Southeast,Large Suburb,0.477,6445,0.2056,0.6498,0.0157,0.0448,0.0014,0.0008,0.0285,0.0104,17487,0.2671,9.3,28117.5,14250,30868,8.22999954,248,1697,34900
Clemson University,Public,Southeast,Large Suburb,0.5787,16801,0.836,0.0626,0.0259,0.0177,0.0015,0.001,0.0211,0.0082,27944,0.8253,4,22388.5,12000,87306,7.55000019,192,2716,43500
Cleveland State University,Public,Great Lakes,Large City,0.6287,11484,0.6276,0.1919,0.0489,0.0245,0.0021,0.0011,0.0269,0.0477,22041,0.3198,9,24000,11888,31001,9.92000008,446,3143,36900
Coastal Carolina University,Public,Southeast,Small City,0.7404,8570,0.6924,0.2078,0.0369,0.0065,0.0037,0.0013,0.0351,0.0125,21601,0.4584,10.6,25000,8250,67086.5,7.44999981,153,1913,32500
Coe College,Private,Great Plains,Mid-size City,0.6171,1355,0.7882,0.0406,0.0546,0.0236,0.0022,0,0.0339,0.0192,45387,0.6667,5.9,27000,9500,75314,5.67000008,15,384,40300
Coker College,Private,Southeast,Distant Town,0.5326,1131,0.5128,0.3563,0.0292,0.0018,0.0035,0.0018,0.0203,0.0195,32029,0.4322,8.7,31750,11500,34833,13.4499998,76,455,30400
Colby College,Private,New England,Remote Town,0.2604,1820,0.5967,0.033,0.0626,0.0544,0.0005,0,0.0478,0.0841,57300,0.9251,2.5,19461,6000,104003,5.71000004,23,271,45700
Colby-Sawyer College,Private,New England,Distant Rural,0.8312,1395,0.6323,0.0538,0.0287,0.01,0.0022,0.0014,0.0065,0.1161,50644,0.5439,6.4,27000,8375,90572,4.4000001,16,365,35600
Colgate University,Private,Mid-Atlantic,Distant Town,0.2638,2872,0.6779,0.0425,0.0787,0.0327,0.0021,0.0014,0.0359,0.0843,57745,0.9086,2.7,15625,7750,91654,6.63000011,37,409,53400
College for Creative Studies,Private,Great Lakes,Large City,0.486,1352,0.5962,0.0784,0.0429,0.0488,0.0037,0.003,0.0266,0.0629,46095,0.5583,6.6,28250,10124,65746,6.55000019,69,466,33200
College of Charleston,Public,Southeast,Mid-size City,0.7031,10150,0.8241,0.0628,0.0416,0.0162,0.0014,0.0016,0.0329,0.0078,25086,0.6448,6.6,22341,9500,71255,7.67999983,212,1964,35800
College of Mount Saint Vincent,Private,Mid-Atlantic,Large City,0.731,1635,0.2661,0.1731,0.3394,0.0954,0.0024,0.0006,0.055,0.0171,37738,0.5152,7.9,28500,9500,53055.5,14.7200003,62,501,46500
College of Mount St Joseph,Private,Great Lakes,Large Suburb,0.8755,1655,0.8151,0.1021,0.0218,0.0048,0.0018,0,0.0187,0.0024,31989,0.5821,10.5,32000,21000,62912,6.38000011,48,653,37500
College of Our Lady of the Elms,Private,New England,Large Suburb,0.7492,1308,0.5558,0.0826,0.107,0.0252,0.0069,0,0,0.0076,40802,0.6788,8.2,27000,13624.5,71106.5,9.18000031,34,337,41300
College of Saint Benedict,Private,Great Plains,Mid-size Suburb,0.7554,2051,0.802,0.0195,0.0517,0.057,0.0049,0.0005,0.0083,0.0561,47734,0.816,1.1,26337,8750,94964,4.26999998,23,571,45200
College of Staten Island CUNY,Public,Mid-Atlantic,Large City,0.9975,12974,0.5193,0.1303,0.1978,0.1124,0.0016,0.0022,0.0103,0.0261,14298,0.2912,11.5,16872,7500,27650,12.2700005,495,2723,35200
College of the Holy Cross,Private,New England,Mid-size City,0.3297,2878,0.6807,0.0407,0.107,0.0452,0.0017,0,0.0299,0.009,56706,0.9136,1.9,27000,10900,108458,5.57999992,31,513,55800
College of the Ozarks,Private,Great Plains,Distant Town,0.1301,1513,0.9174,0.0059,0.0198,0.0053,0.0059,0.0007,0.0172,0.0218,26813,0.6454,0,0,0,32674.5,10.1400003,32,471,29300
College of William and Mary,Public,Southeast,Small Suburb,0.3321,6235,0.595,0.0714,0.0914,0.0682,0.0019,0.0008,0.0472,0.0419,25938,0.8993,0.9,20785.5,12000,98940,4.80000019,81,868,48800
Colorado Christian University,Private,Rocky Mountains,Mid-size City,0.9764,3614,0.6785,0.0849,0.1209,0.0141,0.0077,0.0036,0.0288,0.0033,36956,0.3726,6.2,25351,7336,54471,5.69000006,86,622,35600
Colorado College,Private,Rocky Mountains,Large City,0.2228,2025,0.6963,0.0212,0.0884,0.0435,0.0044,0,0.0785,0.0612,54200,0.8721,3,18049.5,12000,73379,6.36000013,35,284,34400
Colorado Mesa University,Public,Rocky Mountains,Small City,0.8212,8733,0.7213,0.0251,0.1453,0.0142,0.0097,0.0054,0.0374,0.0046,18077,0.3005,16,22000,9500,40837,7.07000017,287,1655,32400
Colorado School of Mines,Public,Rocky Mountains,Large Suburb,0.3743,4197,0.7529,0.0117,0.0803,0.0467,0.0019,0.0002,0.0422,0.0434,29091,0.6969,1.9,26025,11700,74554,5.17000008,52,669,73000
Colorado State University-Fort Collins,Public,Rocky Mountains,Mid-size City,0.7743,22482,0.7495,0.021,0.096,0.019,0.0033,0.0009,0.0346,0.0251,21823,0.6383,4.8,21250,9750,69107,5.11000013,537,5053,39500
Colorado State University-Pueblo,Public,Rocky Mountains,Mid-size City,0.9434,4375,0.5067,0.077,0.3093,0.0169,0.0069,0.0023,0.0325,0.0139,18007,0.3306,13.9,21199,8250,38635,8.93999958,186,1321,33700
Columbia College-Chicago,Private,Great Lakes,Large City,0.9053,9577,0.5583,0.1659,0.1054,0.03,0.0034,0.0005,0.0399,0.0188,37546,0.4058,13,26000,11000,58289.5,7.53000021,485,3490,29100
Columbia University in the City of New York,Private,Mid-Atlantic,Large City,0.0742,7970,0.3922,0.0749,0.1358,0.1709,0.0055,0.0014,0.0449,0.1368,61540,0.9329,2,19435,14500,30939,8.77999973,320,2328,69500
Columbus College of Art and Design,Private,Great Lakes,Large City,0.8551,1277,0.686,0.0854,0.0532,0.0305,0.0039,0,0.0399,0.0666,39478,0.5908,10.2,27000,12000,63255,6.82000017,60,478,27300
Columbus State University,Public,Southeast,Mid-size City,0.5543,6849,0.5246,0.3584,0.0523,0.0209,0.0053,0.0026,0.0269,0.0091,17029,0.3012,11.4,24594,11227,35427.5,10.71,214,1680,30700
Concord University,Public,Southeast,Remote Town,0.457,2474,0.8694,0.0647,0.0133,0.0069,0.0032,0,0,0.0416,17146,0.3576,17.3,21500,9065,37164,15.0200005,145,814,27800
Concordia College at Moorhead,Private,Great Plains,Mid-size Suburb,0.7998,2464,0.8413,0.0162,0.0191,0.0179,0.0061,0.0004,0.0142,0.0296,39803,0.7101,2,27000,8750,84068,5.71999979,54,932,39100
Concordia University-Chicago,Private,Great Lakes,Large Suburb,0.5441,1563,0.5592,0.142,0.2271,0.0205,0.0006,0.0026,0.032,0.0077,34774,0.5348,3.5,25000,9500,61882,7.21000004,44,412,36400
Concordia University-Irvine,Private,Far West,Mid-size City,0.9119,1916,0.4937,0.0324,0.1827,0.06,0.0031,0.0031,0.0433,0.035,41233,0.6256,3.5,21500,12500,71434,7.09000015,75,494,38000
Concordia University-Nebraska,Private,Great Plains,Distant Town,0.7152,1185,0.854,0.0363,0.0371,0.0051,0.0025,0.0008,0.011,0.0143,33226,0.6364,3.6,25000,8750,68665,6.19999981,28,412,33700
Concordia University-Portland,Private,Far West,Large City,0.5592,1378,0.5435,0.0588,0.0689,0.0653,0.0203,0.0058,0.0065,0.0225,35963,0.5549,4.2,26740,12000,53453,7.63000011,44,374,38800
Concordia University-Saint Paul,Private,Great Plains,Large City,0.5239,1927,0.6424,0.136,0.042,0.0654,0.0052,0.0026,0.0374,0.0218,40267,0.4627,6.4,23000,11225,57993.5,5.46999979,52,824,44700
Concordia University-Texas,Private,Southwest,Large City,0.4685,1493,0.5017,0.1273,0.221,0.0261,0.0074,0,0,0.0074,37394,0.3438,6.7,25500,9836.5,58229.5,7.13999987,44,388,37200
Concordia University-Wisconsin,Private,Great Lakes,Large Suburb,0.6992,4322,0.6821,0.1738,0.0255,0.0169,0.0118,0.0012,0.0278,0.0204,36660,0.5569,6.8,25153,11966,56964,6.61999989,112,1171,38700
Connecticut College,Private,New England,Small City,0.3585,1878,0.6997,0.0399,0.0905,0.033,0,0.0011,0.0261,0.0501,58690,0.8354,3,24050,9550,94160,6.55999994,35,292,44500
Coppin State University,Public,Mid-Atlantic,Large City,0.355,2880,0.0139,0.8337,0.017,0.0035,0.0003,0.001,0.0205,0.0736,16147,0.1387,22.5,19031,10000,29366,13.5600004,145,928,33300
Cornell College,Private,Great Plains,Fringe Town,0.6411,1122,0.6488,0.0535,0.1283,0.0312,0.0071,0.0027,0.0294,0.057,46135,0.6772,4,27000,9500,82517,5.44999981,26,403,35100
Cornell University,Private,Mid-Atlantic,Small City,0.1556,14309,0.4268,0.0587,0.1116,0.1635,0.003,0.0003,0.0432,0.0939,59572,0.9334,1.5,12000,9496,81957,6.48999977,233,2662,65000
Cornerstone University,Private,Great Lakes,Mid-size City,0.6807,2100,0.8057,0.11,0.0457,0.0114,0.0043,0.001,0.0067,0.0152,33912,0.4571,7.6,23469,13291,55078,7.80999994,150,875,32800
Covenant College,Private,Southeast,Large Suburb,0.5704,1063,0.8833,0.0329,0.0226,0.0216,0.0056,0.0009,0.016,0.0169,38510,0.5808,3.3,21950,12000,61514,7.26000023,60,517,37200
Creighton University,Private,Great Plains,Large City,0.7665,3943,0.7375,0.0249,0.0697,0.0933,0.0048,0.0036,0.0401,0.018,46248,0.7592,2,23750,13950,80669.5,5.6500001,54,1170,51200
Crown College,Private,Great Plains,Fringe Rural,0.55,1095,0.7699,0.0712,0.0384,0.0521,0.0073,0.0027,0.0119,0.0356,34574,0.5563,6.1,27000,9500,53587.5,5.1500001,60,386,30000
Cumberland University,Private,Southeast,Fringe Town,0.473,1198,0.6736,0.116,0.0284,0.0067,0.0033,0,0,0.0392,33402,0.3714,8.4,22143,11500,47713,7.73000002,44,408,36600
CUNY Bernard M Baruch College,Public,Mid-Atlantic,Large City,0.2483,13698,0.2799,0.0923,0.1545,0.3397,0.0017,0.003,0.0073,0.1217,15112,0.6687,6.1,11500,8000,21425,17.4899998,477,3161,49500
CUNY Brooklyn College,Public,Mid-Atlantic,Large City,0.3198,12625,0.3796,0.2187,0.179,0.1739,0.0016,0.0023,0.0116,0.0334,13903,0.51,8.3,11000,8500,19691,18.7000008,563,2980,39300
CUNY City College,Public,Mid-Atlantic,Large City,0.341,11820,0.1675,0.183,0.3226,0.2353,0.0008,0.0043,0.0108,0.0756,14041,0.4201,9,12500,8000,20534,21.6000004,389,2368,39700
CUNY Hunter College,Public,Mid-Atlantic,Large City,0.2972,15697,0.3169,0.1003,0.2488,0.2424,0.0022,0.0074,0.0162,0.0657,14478,0.5038,5.3,10500,8500,22554,16.9899998,571,3245,40400
CUNY John Jay College of Criminal Justice,Public,Mid-Atlantic,Large City,0.3405,12838,0.2214,0.1934,0.4286,0.1099,0.0035,0.006,0.0103,0.027,13308,0.335,10.3,11500,6500,23126,19.8799992,521,3924,37600
CUNY Lehman College,Public,Mid-Atlantic,Large City,0.2328,9020,0.072,0.2797,0.5408,0.0589,0.0013,0.0022,0.0045,0.0406,12957,0.3696,9.5,9500,6500,20048.5,26.5300007,366,2567,38100
CUNY Queens College,Public,Mid-Atlantic,Large City,0.3702,14424,0.3531,0.0728,0.2714,0.2412,0.0017,0.0035,0.006,0.0503,13676,0.5635,6.5,11200,7639.5,22794.5,11.6499996,428,2581,42300
CUNY York College,Public,Mid-Atlantic,Large City,0.351,7361,0.0693,0.4181,0.2285,0.2122,0.009,0.0096,0.0091,0.0442,13967,0.2635,10.1,10000,5500,21863,16.6000004,276,1709,35700
Curry College,Private,New England,Large Suburb,0.6692,2794,0.6682,0.0895,0.0519,0.0157,0.0032,0.0007,0.0157,0.0111,47519,0.4502,8.6,26000,9500,74416,5.76000023,76,881,41900
Daemen College,Private,Mid-Atlantic,Large Suburb,0.4864,1971,0.7539,0.1101,0.0492,0.0198,0.0005,0.002,0.0091,0.0091,32649,0.4931,7.4,23250,9500,56566,9.60999966,40,653,36900
Dakota State University,Public,Great Plains,Distant Town,0.8297,1743,0.8594,0.0304,0.0304,0.0138,0.0098,0.0023,0.0281,0.0138,17201,0.4733,9.1,24933,8836,52416,7.19000006,47,680,34500
Dallas Baptist University,Private,Southwest,Large City,0.423,3375,0.6231,0.163,0.1241,0.019,0.0065,0.0018,0,0.0625,32489,0.5518,6.9,23430,10250,48905.5,7.30000019,142,1096,39900
Dartmouth College,Private,New England,Remote Town,0.0978,4154,0.4685,0.0655,0.0763,0.1399,0.0197,0.0005,0.0546,0.084,61398,0.947,1.4,11625,6962,78815,6.80000019,61,618,60300
Davenport University,Private,Great Lakes,Large Suburb,0.917,7119,0.6098,0.1537,0.0181,0.0204,0.0045,0.0013,0.0221,0.0176,25439,0.3892,12,30250,14397,26029,10.0200005,1521,6432,26800
Davidson College,Private,Southeast,Large Suburb,0.2561,1782,0.6874,0.0735,0.0623,0.0477,0.0062,0,0.0376,0.0533,54930,0.9246,2.2,16662.5,8750,111520,6.36999989,19,178,47900
Delaware State University,Public,Mid-Atlantic,Small City,0.4168,3719,0.11,0.7467,0.0559,0.0067,0.003,0.0013,0.043,0.0239,20506,0.3717,14.1,29000,9500,40163,10.8500004,119,1062,30500
Delaware Valley College,Private,Mid-Atlantic,Large Suburb,0.6834,1774,0.8072,0.0603,0.0609,0.0073,0.0068,0.0017,0.0073,0.0028,44778,0.5684,5.3,26500,8744,79773,4.98000002,57,714,35800
Delta State University,Public,Southeast,Remote Town,0.8941,2638,0.5914,0.351,0.014,0.0068,0.0011,0.0008,0.0053,0.0265,17749,0.3543,12.1,21300,11170,25297.5,21.9599991,110,922,32000
Denison University,Private,Great Lakes,Small Suburb,0.4597,2255,0.6851,0.0652,0.09,0.0337,0.0004,0.0004,0.0368,0.0683,54490,0.8137,2.9,25000,8000,101305,5.98000002,25,439,43100
DePaul University,Private,Great Lakes,Large City,0.5987,16120,0.5561,0.0837,0.1717,0.073,0.001,0.0021,0.0371,0.0265,46375,0.7047,6,24165.5,13475,54683,7.13999987,487,3964,44800
DePauw University,Private,Great Lakes,Distant Town,0.6121,2272,0.6822,0.0643,0.0335,0.0308,0.0035,0,0.0585,0.1004,51050,0.7922,3,24500,8750,92959,5.73999977,27,434,44800
